Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
04-08-2017,Consumer Loan,Vehicle lease,Taking out the loan or lease,,I have leased a vehicle XX/XX/2015 from an authorized dealer in the state of Nevada for a lease purchase of XX/XX/2015 XXXX XXXX for the total amount {$63000.00} and the lease for 39 months payments payment amount each month {$980.00}. After one year making payments requested a buy-out amount and the information received for the buy-out total {$63000.00}. I called Ally auto asking why is the buy-out same the original purchase price? There answer was the payment paid does not deduct from the lease amount. This was surprise to me and the lease residual is at 49 % of the purchase price which the lease payment considered as a rent payment. I 've had leases with other banks and never experienced this before which each payment you make it does deduct from the purchase price. Ally is refusing to correct based on the guidelines and lease practices. I am not able to exchange the car for a better lease terms and by trading the car for another lease loan I will be in upside down situation. Could you please help with this matter?,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,CA,926XX,,Consent provided,Web,04-08-2017,Closed with explanation,Yes,No,2426136
04/18/2017,Bank account or service,Checking account,"Account opening, closing, or management",,,,BBVA COMPASS FINANCIAL CORPORATION,MA,2151,,N/A,Referral,04/18/2017,Closed with monetary relief,Yes,No,2439654
03-02-2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Dovenmuehle Mortgage, Inc.",CT,6360,,N/A,Phone,03-06-2017,Closed with explanation,Yes,No,2369802
04-07-2017,Credit card,,Billing disputes,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,TX,79607,Servicemember,Consent not provided,Web,04-07-2017,Closed with explanation,Yes,No,2423941
04-09-2017,Credit card,,Bankruptcy,,,,DISCOVER BANK,AZ,85139,,,Web,04-09-2017,Closed with explanation,Yes,No,2426593
02/28/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,"EXPERT GLOBAL SOLUTIONS, INC.",,,,Consent not provided,Web,03-04-2017,Closed with explanation,Yes,No,2364897
04/20/2017,Bank account or service,Checking account,"Account opening, closing, or management",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MD,212XX,,,Web,04/20/2017,In progress,Yes,No,2443787
04/15/2017,Bank account or service,Checking account,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,NC,,,Consent not provided,Web,04/17/2017,Closed with explanation,Yes,No,2436823
04/18/2017,Bank account or service,Savings account,"Account opening, closing, or management",,,Company believes complaint is the result of an isolated error,UNITED SERVICES AUTOMOBILE ASSOCIATION,NY,11967,,N/A,Referral,04/18/2017,Closed with explanation,Yes,No,2441457
07-06-2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,FL,34714,,N/A,Web,07-06-2014,Closed with explanation,Yes,Yes,924254
04/18/2017,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,Senex Services Corp.,IN,46235,,,Web,04/18/2017,Untimely response,No,No,2438909
03-04-2017,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,CAPITAL ONE FINANCIAL CORPORATION,MD,20852,,Consent not provided,Web,03-04-2017,Closed with explanation,Yes,No,2371846
03-04-2017,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,"EQUIFAX, INC.",GA,30122,,Consent not provided,Web,03-04-2017,Closed with explanation,Yes,Yes,2371764
04/18/2017,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Resurgent Capital Services L.P.,FL,33614,,,Web,04/18/2017,Closed with explanation,Yes,No,2441095
04/29/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,89031,,Consent not provided,Web,04/29/2016,Closed with explanation,Yes,No,1901482
04-04-2017,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"EQUIFAX, INC.",IN,46226,,N/A,Phone,04-04-2017,Closed with non-monetary relief,Yes,No,2416121
03/31/2017,Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,,Company believes it acted appropriately as authorized by contract or law,Source Receivables Management LLC,IN,47807,,Consent not provided,Web,05-03-2017,Closed with explanation,Yes,No,2414034
04/19/2017,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"HUNTINGTON NATIONAL BANK, THE",OH,433XX,,,Web,04/19/2017,In progress,Yes,No,2441788
03/31/2017,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,"In XX/XX/2005 I obtained a home equity mortgage loan for {$46000.00} limit. I have been making all payments as required by EFT until the lender stopped taking the payments. I now believe the term of 10 years was apparently up. The lender now reports my loan delinquent which completely prevents me from refinancing. There were no warning signs along the way to let me know I would have to refinance or make other arrangements. The lender is now initiating foreclosure which I see as a way for them to steal my home legally. 
A should offer to reschedule or refinance the balance of {$23000.00} so I can resume payments.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MP,554XX,,Consent provided,Web,04-03-2017,Closed with explanation,Yes,No,2412732
04/18/2017,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,FIFTH THIRD FINANCIAL CORPORATION,GA,302XX,,,Web,04/18/2017,Closed with non-monetary relief,Yes,No,2441323
04/21/2017,Bank account or service,Checking account,Problems caused by my funds being low,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ZIONS BANCORPORATION,AZ,852XX,,,Web,04/21/2017,Closed with monetary relief,Yes,No,2447348
02-06-2017,Consumer Loan,Installment loan,Managing the loan or lease,,"I have written to this company called Swiss Colony and disputed the item on my credit report and requested them to provide documentation bearing my signature associate with the account. They did not do so. I also let them know that the account may be fraudulent as well. I have an fraud alert on my credit files because of this company. I have looked at my credit report dated today ( XX/XX/2017 ) and before that date I did n't see the statement disputed by consumer in the remark area on my credit files. Instead in the remark area : Profit and loss write off. This statement is in the remark area. This company has broken the law called FCRA because they failed to place the statement : "" disputed by consumer, '' and I do want the company to delete the entry from my credit files. I have requested this company to provide proof of any documentations bearing my signature with this account. They failed to do so with that being said I want the entry to be deleted immediately.",,"Colony Brands, Inc.",NC,278XX,,Consent provided,Web,03-04-2017,Untimely response,No,No,2329445
04-07-2017,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,CARRINGTON MORTGAGE SERVICES,FL,33441,,N/A,Phone,04-07-2017,Closed with explanation,Yes,No,2424946
04/17/2017,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",PA,193XX,Older American,,Web,04/18/2017,Closed with explanation,Yes,No,2437750
03/28/2017,Credit card,,Payoff process,,,,CAPITAL ONE FINANCIAL CORPORATION,MN,554XX,,,Web,03/28/2017,Closed with explanation,Yes,No,2406906
03/30/2017,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"WELLS FARGO BANK, NATIONAL ASSOCIATION",SC,292XX,Servicemember,,Web,04/26/2017,In progress,Yes,No,2410915
03/16/2017,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,Company believes the complaint is the result of a misunderstanding,MORTGAGE 4 U LLC,VA,20176,,Consent not provided,Web,04/19/2017,Closed with explanation,Yes,No,2390487
04/20/2017,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,TRANSWORLD SYSTEMS INC,FL,330XX,,,Web,04/20/2017,Closed with explanation,Yes,No,2444869
04/19/2017,Bank account or service,Checking account,"Making/receiving payments, sending money",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SUNTRUST BANKS, INC.",GA,300XX,,,Web,04/19/2017,Closed with monetary relief,Yes,No,2442124
04-10-2017,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"ONE REVERSE MORTGAGE, LLC",NJ,8832,Older American,N/A,Phone,04-10-2017,Closed with explanation,No,No,2428039
04/21/2017,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,,"AR Resources, Inc.",FL,322XX,,,Web,04/21/2017,Closed with explanation,Yes,No,2445935
06/28/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,,,Resurgent Capital Services L.P.,MI,48219,,N/A,Referral,06/29/2016,Closed with explanation,Yes,No,1989521
03-04-2017,Student loan,Federal student loan servicing,Can't repay my loan,Can't get flexible payment options,"I filed for chapter XXXX bankruptcy XX/XX/2011. I did go to school after filing. Notice of filing was provided to the Federal Loan employees when they called every week. They have continued to report late history on my credit report. A call was placed to them two weeks ago to address the issue with reporting negative payments. The rep stated they would correct as payments should have not been reported. When the reports were checked, it was noted that the accounts were reported as current under negative account information on XXXX, and showing 11 missed payments for the past two years on XXXX and XXXX reports. They should not be reporting negatively to any credit bureaus due to the active bankruptcy. The information should also be reported under the correct sections of the credit file. I am asking that the company report the information accurately on all the credit files as it has really added to the negative standard of my credit score",,AES/PHEAA,TN,381XX,,Consent provided,Web,03-04-2017,Closed with explanation,Yes,No,2371677
04/17/2017,Prepaid card,General purpose card,"Managing, opening, or closing account",,,Company believes it acted appropriately as authorized by contract or law,NETSPEND CORPORATION,TX,76053,,N/A,Phone,04/18/2017,Closed with explanation,Yes,No,2438333
04/18/2017,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,MD,21157,,,Web,04/18/2017,Closed with explanation,Yes,No,2440817
07/18/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,"APEX Asset Management, LLC",NJ,8031,,N/A,Web,08/23/2013,Closed,No,No,460443
04-03-2017,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"EQUIFAX, INC.",IA,511XX,,,Web,04-03-2017,Closed with explanation,Yes,No,2416355
01-04-2015,Consumer Loan,Installment loan,Managing the loan or lease,,,,SYNCHRONY BANK,NJ,8901,,N/A,Web,01-08-2015,Closed with monetary relief,Yes,No,1179936
03-02-2015,Debt collection,Non-federal student loan,Disclosure verification of debt,Not disclosed as an attempt to collect,,,Law Offices of Goldsmith & Hull A.P.C.,CA,90008,,N/A,Postal mail,03-09-2015,Closed with explanation,No,No,1263989
11/25/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,RR Resource-Recovery,NY,13760,,Consent not provided,Web,03-04-2017,Closed with explanation,Yes,No,2223190
04-07-2017,Consumer Loan,Vehicle loan,Managing the loan or lease,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,TN,37650,,N/A,Referral,04-07-2017,Closed with explanation,Yes,No,2425260
